Geneid,PC3_Hypoxia_S2,LNCAP_Hypoxia_S1,PC3_Normoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,featurecounts.txt,PC3_Normoxia_S1
ENSG00000253326,0,0,2,0,0,0,0,0,0
ENSG00000291217,0,3,3,1,2,1,2,3,4
ENSG00000232208,0,0,0,0,0,0,0,0,0
ENSG00000310107,0,0,0,0,0,2,1,0,0
ENSG00000228626,0,0,0,0,0,0,0,0,0
ENSG00000235988,0,1,0,0,0,0,0,1,0
ENSG00000274020,68,172,202,156,335,499,150,172,68
ENSG00000250536,0,0,0,0,0,0,0,0,0
ENSG00000306569,1,0,3,0,0,0,0,0,1
ENSG00000280114,0,0,0,0,0,0,0,0,0
ENSG00000271329,0,0,0,0,0,0,0,0,0
ENSG00000302536,0,6,4,2,5,13,13,6,0
ENSG00000224837,0,0,0,0,0,0,0,0,0
ENSG00000297093,0,0,0,0,0,0,0,0,0
ENSG00000238118,0,0,0,0,0,0,0,0,0
ENSG00000295053,0,0,0,0,0,0,0,0,0
ENSG00000227232,0,0,0,0,0,0,0,0,0
ENSG00000237409,0,0,0,0,0,0,0,0,0
ENSG00000224259,19,1183,5,73,1186,1746,1218,1183,2
ENSG00000187481,0,0,0,0,0,0,0,0,0
ENSG00000298657,0,0,0,0,0,0,0,0,0
ENSG00000215871,0,0,0,0,1,2,3,0,0
ENSG00000300501,0,0,0,0,0,0,2,0,0
ENSG00000224462,1,12,3,0,28,13,15,12,1
ENSG00000243636,0,8,0,2,12,10,18,8,1
ENSG00000275801,0,0,0,0,0,0,0,0,0
ENSG00000303180,0,0,0,1,0,0,0,0,0
ENSG00000233929,0,0,0,0,0,0,0,0,0
ENSG00000293791,0,3,1,0,5,9,5,3,1
ENSG00000308415,0,0,2,0,0,0,0,0,0
ENSG00000279928,0,0,0,0,0,0,0,0,0
ENSG00000279457,0,0,0,0,0,0,0,0,0
ENSG00000310527,23,113,71,52,87,110,116,113,22
ENSG00000310528,0,0,0,0,0,0,0,0,0
ENSG00000229953,67,493,191,91,349,432,582,493,82
ENSG00000306690,0,0,0,0,0,0,0,0,0
ENSG00000310095,0,0,1,1,1,1,2,0,0
ENSG00000224536,5,1281,23,16,1678,1887,1422,1281,6
ENSG00000134369,326,1607,451,840,943,1175,1729,1607,161
ENSG00000310071,0,1,1,3,0,0,0,1,2
ENSG00000231871,0,3,1,0,6,5,3,3,0
ENSG00000235121,1,1,6,4,7,10,4,1,0
ENSG00000053371,272,768,722,643,966,1491,843,768,283
ENSG00000299004,3,23,5,4,22,14,42,23,1
ENSG00000284747,7,24,22,34,20,32,36,24,3
ENSG00000301325,1,0,3,5,0,0,1,0,0
ENSG00000301344,1,0,1,3,0,0,0,0,0
ENSG00000298156,0,0,0,0,0,0,0,0,0
ENSG00000301025,0,4,0,1,0,2,9,4,0
ENSG00000238290,5,26,7,30,29,34,22,26,3
ENSG00000227634,21,3,5,58,1,0,0,3,3
ENSG00000297637,0,0,0,0,1,0,0,0,0
ENSG00000293403,0,17,6,2,19,13,14,17,1
ENSG00000260698,3,4,2,2,10,24,4,4,0
ENSG00000235021,0,4,0,0,7,4,3,4,0
ENSG00000143653,48,707,192,169,1034,1503,843,707,71
ENSG00000228879,0,3,0,1,3,2,1,3,0
ENSG00000260855,1,24,8,4,56,58,28,24,4
ENSG00000227953,1,87,18,5,98,152,92,87,3
ENSG00000308561,0,8,1,1,3,7,8,8,1
ENSG00000291123,0,1,4,0,19,14,6,1,1
ENSG00000287979,51,1,129,132,8,9,4,1,43
ENSG00000308507,0,0,0,0,3,1,0,0,0
ENSG00000226067,14,7,73,32,20,58,19,7,35
ENSG00000300262,0,0,0,0,0,0,0,0,0
ENSG00000290904,1,5,2,8,6,8,10,5,1
ENSG00000291135,0,1,0,0,1,0,2,1,0
ENSG00000227193,0,0,1,0,1,2,0,0,1
ENSG00000299265,0,6,2,1,4,2,7,6,0
ENSG00000227735,1,0,0,0,0,0,0,0,0
ENSG00000121644,1091,1888,2253,3607,1427,1588,2126,1888,832
ENSG00000301033,5,38,20,20,45,33,61,38,6
ENSG00000301052,0,0,0,0,0,0,0,0,0
ENSG00000284188,0,0,1,0,0,0,0,0,0
ENSG00000299477,0,3,0,0,5,1,3,3,0
ENSG00000296134,0,0,1,0,0,0,0,0,0
ENSG00000273175,2,1,9,2,0,0,3,1,0
ENSG00000301467,0,0,0,0,0,0,0,0,0
ENSG00000278757,0,0,0,0,0,0,0,0,0
ENSG00000293458,0,0,0,2,0,0,0,0,1
ENSG00000117507,0,0,0,0,0,0,0,0,0
ENSG00000225243,0,5,1,1,0,3,2,5,0
ENSG00000206692,0,0,0,0,0,0,0,0,0
ENSG00000293382,2,18,3,5,17,25,16,18,2
ENSG00000284640,6,15,7,9,4,4,11,15,3
ENSG00000306436,2,17,6,2,69,80,40,17,1
ENSG00000284773,3,36,10,5,37,51,40,36,1
ENSG00000241014,0,0,0,0,0,0,0,0,0
ENSG00000243749,0,2,4,4,1,4,2,2,0
ENSG00000271741,0,0,0,0,0,0,0,0,0
ENSG00000163867,61,751,182,194,954,964,882,751,64
ENSG00000197056,217,937,698,673,1157,1191,1079,937,236
ENSG00000228172,2,28,6,8,36,45,47,28,6
ENSG00000272478,0,0,0,0,0,0,0,0,0
ENSG00000236528,0,2,7,5,5,5,4,2,3
ENSG00000294297,0,0,0,2,1,0,1,0,1
ENSG00000117632,608,7493,1723,1658,7403,7317,8216,7493,627
ENSG00000294810,0,0,0,0,0,0,0,0,0
ENSG00000294781,0,0,0,0,1,1,0,0,0
ENSG00000224174,2,3,2,2,9,6,0,3,2
ENSG00000290867,17,28,39,32,142,258,29,28,11
ENSG00000236140,1,0,0,1,9,5,5,0,2
ENSG00000273384,0,0,4,0,0,0,0,0,1
ENSG00000288999,1,61,7,2,80,150,73,61,4
ENSG00000289893,0,0,1,0,1,0,0,0,0
ENSG00000234132,1,1,1,0,0,0,1,1,0
ENSG00000284237,2,64,11,14,89,88,63,64,7
ENSG00000176754,4,1,5,5,2,4,2,1,5
ENSG00000228794,35,900,88,84,876,941,1089,900,34
ENSG00000225206,1,0,6,8,0,0,3,0,4
ENSG00000225767,0,1,0,0,1,4,3,1,0
ENSG00000238107,2,18,5,11,28,27,18,18,2
ENSG00000284657,12,13,49,32,19,22,21,13,12
ENSG00000272145,17,144,60,51,145,204,197,144,16
ENSG00000257551,2,4,5,4,0,0,3,4,2
ENSG00000291158,59,25,250,147,73,148,44,25,59
ENSG00000237950,17,319,34,23,211,307,337,319,11
ENSG00000274265,35,5,74,88,13,54,51,5,26
ENSG00000225233,2,0,0,2,2,7,4,0,0
ENSG00000291233,11,0,16,28,6,12,4,0,8
ENSG00000228826,6,1,7,13,0,0,4,1,3
ENSG00000227959,25,8,56,66,7,7,5,8,30
ENSG00000303589,5,0,20,16,1,3,4,0,9
ENSG00000237976,5,65,28,28,48,39,64,65,8
ENSG00000225506,2,194,1,2,171,149,187,194,0
ENSG00000235790,4,18,16,7,16,24,17,18,6
ENSG00000272865,3,9,24,15,27,38,16,9,9
ENSG00000234601,0,0,0,2,1,1,0,0,0
ENSG00000230434,0,0,0,0,0,1,0,0,0
ENSG00000291242,1,2,2,4,2,8,1,2,0
ENSG00000228067,0,0,0,1,2,0,0,0,0
ENSG00000293271,10,32,27,34,29,21,52,32,10
ENSG00000310526,0,45,13,4,29,53,42,45,0
ENSG00000241860,0,4,0,0,0,3,0,4,1
ENSG00000296909,0,0,0,1,0,0,0,0,0
ENSG00000289402,0,12,0,2,8,10,16,12,3
ENSG00000117242,89,88,238,240,82,88,84,88,86
ENSG00000296887,0,0,1,1,2,0,2,0,1
ENSG00000298940,0,0,3,3,0,1,0,0,1
ENSG00000233069,0,0,3,2,0,0,0,0,1
ENSG00000117245,6,10,12,5,9,17,8,10,4
ENSG00000127483,1714,5948,4803,4920,5401,5972,6166,5948,1692
ENSG00000297143,0,0,0,0,0,0,0,0,0
ENSG00000228013,0,18,1,0,19,22,21,18,0
ENSG00000301669,0,43,8,2,75,105,44,43,2
ENSG00000286391,0,0,0,0,0,3,0,0,3
ENSG00000229780,4,9,7,5,2,3,7,9,1
ENSG00000290790,0,0,0,0,0,1,0,0,0
ENSG00000233030,0,82,0,1,111,131,83,82,0
ENSG00000301450,0,19,6,1,29,27,29,19,1
ENSG00000290791,15,241,31,56,436,490,246,241,15
ENSG00000264207,0,1,0,0,0,0,0,1,0
ENSG00000301610,8,1,35,23,5,7,3,1,8
ENSG00000301517,0,3,1,2,1,8,9,3,2
ENSG00000305630,11,13,13,26,11,9,11,13,9
ENSG00000303850,0,2,0,3,0,2,1,2,0
ENSG00000285184,11,223,49,46,124,164,224,223,23
ENSG00000288859,8,8,2,33,18,32,9,8,0
ENSG00000291226,0,0,0,0,0,0,0,0,0
ENSG00000308635,0,0,0,0,0,0,0,0,0
ENSG00000306650,1,0,0,0,0,0,0,0,0
ENSG00000288460,0,0,0,0,0,0,0,0,0
ENSG00000231666,0,0,5,1,3,1,0,0,0
ENSG00000176320,0,0,0,0,2,0,3,0,0
ENSG00000296270,0,0,0,0,0,0,0,0,0
ENSG00000300869,0,0,0,0,0,0,0,0,0
ENSG00000236656,0,0,0,0,0,0,0,0,0
ENSG00000236427,67,25,130,215,73,76,22,25,45
ENSG00000143631,56,26,111,140,17,8,34,26,44
ENSG00000143520,2,1,14,8,0,0,1,1,2
ENSG00000304363,1,0,0,1,0,0,0,0,0
ENSG00000304384,0,0,0,0,0,0,0,0,0
ENSG00000198854,0,0,0,0,0,0,0,0,0
ENSG00000285946,0,0,0,0,0,2,1,0,0
ENSG00000289062,1,0,0,1,0,0,0,0,0
ENSG00000224308,0,0,0,0,0,0,0,0,0
ENSG00000307055,0,0,0,0,0,0,0,0,0
ENSG00000295252,0,0,0,0,0,0,0,0,0
ENSG00000301557,0,0,0,0,0,0,0,0,0
ENSG00000301576,0,0,0,0,0,0,0,0,0
ENSG00000301592,0,0,0,0,0,0,0,0,0
ENSG00000307212,0,0,3,0,3,0,1,0,0
ENSG00000001461,258,1653,864,800,2190,2735,1985,1653,324
ENSG00000294489,1,0,1,0,0,0,0,0,0
ENSG00000224459,0,0,0,0,0,0,0,0,0
ENSG00000297277,0,0,3,3,0,0,2,0,1
ENSG00000179743,89,252,238,180,192,327,270,252,66
ENSG00000296088,0,1,0,0,2,1,0,1,0
ENSG00000272438,19,2786,39,26,1837,2116,2826,2786,20
ENSG00000298603,0,35,0,0,33,42,38,35,0
ENSG00000223764,13,646,23,27,243,321,743,646,11
ENSG00000303599,1,4,0,2,7,9,7,4,0
ENSG00000303623,4,35,22,6,46,69,47,35,6
ENSG00000303614,0,6,3,2,9,9,16,6,1
ENSG00000291156,139,194,280,363,153,176,195,194,83
ENSG00000273443,24,26,40,34,23,7,27,26,7
ENSG00000304119,8,323,15,14,327,383,352,323,6
ENSG00000304169,0,2,0,1,1,3,4,2,0
ENSG00000299943,0,0,0,0,0,0,0,0,1
ENSG00000304965,5,1,6,11,2,4,0,1,3
ENSG00000230415,7,86,25,11,80,118,125,86,15
ENSG00000162572,20,201,61,38,222,289,247,201,19
ENSG00000304860,10,20,20,14,15,20,17,20,12
ENSG00000224870,55,1667,292,198,1262,1969,1666,1667,130
ENSG00000301639,2,63,8,4,81,99,101,63,7
ENSG00000225905,0,0,1,0,3,3,2,0,0
ENSG00000225285,2,381,2,5,168,179,489,381,3
ENSG00000296715,0,0,0,0,0,0,0,0,0
ENSG00000237250,0,0,0,0,0,0,0,0,0
ENSG00000116996,0,0,0,0,2,1,0,0,0
ENSG00000303841,0,0,0,0,0,0,1,0,0
ENSG00000301958,0,0,0,1,0,0,0,0,0
ENSG00000307428,0,1,1,0,0,0,0,1,0
ENSG00000203897,0,0,0,0,0,0,0,0,0
ENSG00000302697,0,1,0,0,0,0,0,1,0
ENSG00000273382,9,265,36,9,301,328,320,265,14
ENSG00000270066,5,4,15,7,8,12,7,4,7
ENSG00000298269,0,0,0,0,0,0,1,0,0
ENSG00000305118,0,0,0,0,0,0,0,0,0
ENSG00000179902,0,1,0,1,6,8,10,1,0
ENSG00000116299,23,61,82,93,62,202,68,61,20
ENSG00000226862,0,2,0,0,2,4,0,2,0
ENSG00000296321,0,0,0,0,0,0,0,0,0
ENSG00000307108,0,0,0,1,0,0,0,0,0
ENSG00000290909,0,0,0,0,0,0,0,0,0
ENSG00000294186,0,5,0,6,1,0,16,5,0
ENSG00000228288,2,39,0,3,30,29,49,39,0
ENSG00000227050,0,0,0,0,4,1,6,0,0
ENSG00000158161,281,907,969,794,1547,1728,1217,907,366
ENSG00000301359,0,0,3,2,0,0,0,0,1
ENSG00000289576,1,1,1,0,1,0,0,1,0
ENSG00000228589,20,221,49,56,289,382,277,221,33
ENSG00000228943,0,0,0,0,0,0,0,0,0
ENSG00000214812,2,0,5,3,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0,0,0,1
ENSG00000298310,0,0,0,0,0,0,0,0,0
ENSG00000301230,0,0,5,0,1,3,0,0,0
ENSG00000301213,0,0,0,0,0,0,0,0,0
ENSG00000304887,0,0,0,0,0,0,0,0,0
ENSG00000293797,0,0,0,0,0,0,0,0,0
ENSG00000299543,0,0,0,0,0,0,0,0,0
ENSG00000305861,0,0,0,0,0,0,0,0,0
ENSG00000305847,0,0,0,0,0,0,0,0,0
ENSG00000305889,1,0,0,2,0,1,2,0,1
ENSG00000301832,1,8,7,5,16,13,4,8,2
ENSG00000294203,0,1,0,2,2,4,1,1,0
ENSG00000294231,0,22,5,2,38,46,16,22,5
ENSG00000287190,5,0,8,9,1,2,5,0,4
ENSG00000233396,26,160,48,34,179,223,190,160,19
ENSG00000304723,0,0,0,0,0,0,0,0,0
ENSG00000290115,0,2,1,1,0,0,0,2,1
ENSG00000143257,2,17,11,4,17,26,36,17,1
ENSG00000305533,0,0,0,0,5,2,1,0,0
ENSG00000264343,10,2,44,35,9,7,4,2,16
ENSG00000301551,0,1,0,0,1,1,0,1,0
ENSG00000300693,7,25,15,12,16,23,21,25,5
ENSG00000300712,0,0,0,0,0,0,0,0,0
ENSG00000054118,132,17016,548,484,16565,19246,19512,17016,208
ENSG00000214193,133,902,105,268,346,494,970,902,51
ENSG00000289721,0,0,1,6,0,0,0,0,0
ENSG00000286019,13,12,57,53,33,36,32,12,13
ENSG00000301108,1,2,1,1,1,0,4,2,3
ENSG00000226330,11,6,30,15,7,10,12,6,6
ENSG00000288934,1,22,4,5,28,33,19,22,3
ENSG00000198625,179,1349,883,496,1483,1520,1615,1349,298
ENSG00000298569,0,0,1,0,1,0,1,0,0
ENSG00000298590,0,1,2,0,2,1,1,1,0
ENSG00000240710,0,1,0,2,4,6,4,1,1
ENSG00000170382,40,15,135,84,44,40,19,15,45
ENSG00000297724,0,0,0,0,0,0,0,0,0
ENSG00000297698,0,0,1,0,0,0,0,0,0
ENSG00000117640,165,670,503,458,547,825,698,670,163
ENSG00000238316,0,0,0,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0,0,0,0
ENSG00000299849,0,0,0,0,4,0,3,0,1
ENSG00000260063,16,68,45,51,90,111,82,68,14
ENSG00000117713,266,7898,931,813,6342,8530,8753,7898,318
ENSG00000158887,0,9,1,0,7,22,9,9,0
ENSG00000142615,0,0,0,0,0,0,0,0,0
ENSG00000215704,0,2,1,0,2,2,1,2,0
ENSG00000132906,103,201,318,255,251,334,209,201,137
ENSG00000116138,117,1393,428,399,1465,1674,1578,1393,151
ENSG00000251866,0,0,1,0,0,0,0,0,0
ENSG00000272510,0,2,2,4,1,1,5,2,1
ENSG00000116771,9,6,74,40,6,6,3,6,28
ENSG00000237301,2,0,6,3,0,1,0,0,5
ENSG00000235084,2,10,0,4,10,19,10,10,1
ENSG00000252417,0,0,0,0,0,0,0,0,0
ENSG00000236500,0,0,0,0,0,0,0,0,0
ENSG00000197312,83,2986,243,226,3850,4201,3450,2986,78
ENSG00000215695,0,1,1,1,0,1,2,1,0
ENSG00000116786,225,1215,897,627,934,1505,1420,1215,336
ENSG00000271742,0,2,0,1,2,1,5,2,0
ENSG00000287839,4,21,4,18,15,19,20,21,1
ENSG00000227673,0,0,0,0,0,0,0,0,0
ENSG00000297268,1,27,11,9,38,34,29,27,0
ENSG00000297244,2,7,17,8,2,2,6,7,8
ENSG00000240553,1,0,1,7,0,1,1,0,1
ENSG00000169641,862,973,1927,2700,832,851,1279,973,729
ENSG00000289014,1,0,1,0,1,0,0,0,0
ENSG00000304077,0,0,0,2,0,0,0,0,0
ENSG00000162430,359,2492,1073,854,2259,3360,2711,2492,362
ENSG00000183291,1647,2898,3881,4783,3679,4450,3164,2898,1506
ENSG00000267734,1,3,4,0,0,1,0,3,0
ENSG00000132781,3,214,32,20,221,206,207,214,12
ENSG00000295513,0,0,0,0,2,1,0,0,0
ENSG00000295492,1,0,2,1,0,0,0,0,2
ENSG00000229528,0,1,0,0,0,2,0,1,0
ENSG00000308047,0,0,0,0,0,0,0,0,0
ENSG00000308065,0,0,0,0,0,0,0,0,0
ENSG00000301041,1,0,0,0,0,0,0,0,0
ENSG00000010803,153,2328,644,463,2497,3053,2529,2328,194
ENSG00000235358,0,6,1,0,0,5,2,6,0
ENSG00000310187,0,0,0,0,0,0,0,0,0
ENSG00000291157,0,0,0,0,0,0,0,0,0
ENSG00000229901,1,0,11,1,2,0,2,0,2
ENSG00000309993,0,0,0,0,0,0,0,0,0
ENSG00000234694,4,14,28,7,48,68,18,14,9
ENSG00000229431,15,212,63,40,320,391,239,212,21
ENSG00000198198,235,2780,768,692,1825,2234,3157,2780,280
ENSG00000307543,0,3,0,2,0,3,5,3,0
ENSG00000229372,0,0,1,0,0,0,0,0,0
ENSG00000142949,322,21162,946,1074,13124,16915,22807,21162,330
ENSG00000066135,36,1431,141,140,1059,1387,1472,1431,59
ENSG00000236200,15,116,70,27,155,152,123,116,31
ENSG00000229444,4,0,12,5,2,7,0,0,6
ENSG00000283414,0,0,1,0,0,0,0,0,0
ENSG00000233674,0,0,1,0,0,2,0,0,1
ENSG00000244619,4,6,25,23,4,6,9,6,3
ENSG00000293505,3,55,29,8,117,126,80,55,8
ENSG00000234222,1,2,9,12,17,14,9,2,6
ENSG00000278431,0,0,0,0,0,0,0,0,0
ENSG00000295659,1,0,5,3,0,0,0,0,1
ENSG00000271425,73,107,196,219,56,118,85,107,84
ENSG00000304747,0,0,0,0,0,0,0,0,0
ENSG00000180437,0,0,0,0,0,0,0,0,0
ENSG00000188157,747,3402,1827,1976,2317,3236,3822,3402,755
ENSG00000286754,0,0,0,0,0,0,0,0,0
ENSG00000152092,0,10,0,0,15,42,18,10,1
ENSG00000202609,0,0,0,0,0,0,0,0,0
ENSG00000306434,0,0,0,0,0,1,0,0,0
ENSG00000306454,0,0,0,0,0,0,0,0,0
ENSG00000306732,0,0,0,0,0,0,0,0,0
ENSG00000235060,1,5,1,3,10,6,8,5,1
ENSG00000265435,0,0,0,0,0,0,0,0,0
ENSG00000236719,0,4,0,0,8,8,1,4,0
ENSG00000206905,0,0,0,0,0,0,0,0,0
ENSG00000283575,0,0,0,0,0,0,0,0,0
ENSG00000301523,0,0,1,0,0,0,1,0,1
ENSG00000305789,1,16,3,1,26,51,21,16,3
ENSG00000285646,53,128,142,181,62,52,147,128,45
ENSG00000011021,64,993,220,181,737,847,1272,993,66
ENSG00000199347,0,0,0,0,0,0,0,0,0
ENSG00000199377,12,3,18,31,2,3,1,3,5
ENSG00000200169,0,0,0,2,1,0,0,0,1
ENSG00000197989,157,984,401,392,852,1189,1154,984,166
ENSG00000229388,15,31,62,55,57,83,23,31,20
ENSG00000289291,0,76,6,1,120,105,122,76,1
ENSG00000274978,0,0,0,0,0,0,0,0,0
ENSG00000296488,2,17,9,3,21,28,6,17,1
ENSG00000115705,2,12,5,6,11,8,12,12,3
ENSG00000227364,0,0,0,0,0,0,0,0,0
ENSG00000286905,3,4,2,4,1,1,11,4,1
ENSG00000171853,102,452,312,289,490,766,495,452,130
ENSG00000182551,309,3533,944,1037,5825,7124,4091,3533,372
ENSG00000231482,0,1,1,2,2,1,1,1,0
ENSG00000228391,0,0,0,0,0,0,0,0,0
ENSG00000225234,3,4,9,10,19,12,9,4,3
ENSG00000235403,0,0,0,1,0,0,0,0,0
ENSG00000283766,0,0,0,0,0,1,1,0,0
ENSG00000227007,0,0,1,0,0,0,0,0,0
ENSG00000172554,2,2,14,8,5,3,12,2,2
ENSG00000234796,0,0,0,0,0,0,0,0,0
ENSG00000272002,0,1,2,1,5,3,3,1,0
ENSG00000171865,36,1511,193,141,1365,1544,1798,1511,53
ENSG00000287126,3,224,23,13,156,218,305,224,5
ENSG00000271868,0,13,1,1,4,8,3,13,1
ENSG00000227047,0,0,0,0,0,0,0,0,0
ENSG00000171863,1358,11853,3691,3809,14833,24554,13936,11853,1629
ENSG00000151379,0,0,0,0,0,1,0,0,0
ENSG00000163029,291,2367,929,1023,3568,3763,2697,2367,361
ENSG00000224885,0,20,0,0,7,12,23,20,0
ENSG00000231948,1,0,4,3,0,0,0,0,2
ENSG00000162981,141,50,119,326,88,106,65,50,40
ENSG00000227718,0,0,0,0,0,0,0,0,0
ENSG00000151693,358,825,1388,1221,934,1097,883,825,502
ENSG00000230044,0,0,0,0,0,1,0,0,0
ENSG00000231610,0,0,0,0,0,0,0,0,0
ENSG00000287881,0,0,0,0,0,0,0,0,0
ENSG00000229370,0,0,0,0,0,0,0,0,0
ENSG00000169006,0,1,0,0,10,15,1,1,0
ENSG00000271315,0,0,0,0,0,0,0,0,0
ENSG00000233416,0,1,1,0,0,2,0,1,0
ENSG00000224604,0,0,0,0,0,0,0,0,0
ENSG00000223530,0,0,0,0,0,0,0,0,0
ENSG00000084754,879,5374,2462,2646,7196,10299,6114,5374,903
ENSG00000236436,0,0,0,0,0,0,0,0,0
ENSG00000213774,1,4,2,2,2,0,0,4,0
ENSG00000225378,0,0,0,0,1,0,0,0,0
ENSG00000236665,0,0,0,0,0,1,0,0,0
ENSG00000143867,25,0,68,60,0,0,0,0,20
ENSG00000228505,0,0,0,0,0,0,0,0,0
ENSG00000183891,19,151,71,75,256,228,183,151,15
ENSG00000084710,108,43,237,227,32,94,53,43,111
ENSG00000196208,4,2716,18,11,1588,1774,3497,2716,12
ENSG00000234597,0,0,0,0,0,0,0,0,0
ENSG00000213729,0,0,0,0,0,0,0,0,0
ENSG00000178295,425,684,1301,1195,1148,992,832,684,518
ENSG00000224626,0,0,0,0,0,0,0,0,0
ENSG00000163032,2,0,16,5,0,0,4,0,2
ENSG00000276411,0,0,0,0,0,0,0,0,0
ENSG00000225402,12,211,62,67,219,297,263,211,16
ENSG00000235127,0,0,0,0,0,0,0,0,0
ENSG00000226649,0,1,0,0,1,0,1,1,0
ENSG00000261117,4,0,2,6,0,0,0,0,3
ENSG00000238111,0,0,0,0,0,0,0,0,0
ENSG00000260331,0,0,3,8,0,2,0,0,0
ENSG00000237670,0,0,0,0,0,0,0,0,0
ENSG00000278908,0,2,0,0,0,1,0,2,0
ENSG00000233553,0,0,0,1,0,0,0,0,0
ENSG00000242540,0,0,0,0,0,0,0,0,0
ENSG00000204993,0,6,0,0,4,17,4,6,0
ENSG00000285984,1,3,1,0,2,0,0,3,0
ENSG00000118961,0,930,0,1,1013,1212,989,930,0
ENSG00000132031,20,17,36,35,27,29,12,17,13
ENSG00000118960,117,794,394,252,975,1401,910,794,176
ENSG00000119778,229,1602,670,686,1168,1300,1945,1602,263
ENSG00000285354,0,0,0,0,0,0,0,0,0
ENSG00000235064,3,17,4,6,7,14,21,17,3
ENSG00000225024,1,0,0,1,0,0,0,0,0
ENSG00000068784,339,850,1097,987,1317,1331,1083,850,416
ENSG00000231336,0,0,0,0,0,1,0,0,0
ENSG00000213403,0,0,0,0,0,0,0,0,0
ENSG00000162949,4,648,3,2,969,1106,847,648,3
ENSG00000049323,1398,236,4148,4112,191,256,208,236,1541
ENSG00000214711,5,39,10,7,21,17,30,39,7
ENSG00000215263,0,0,0,0,0,0,0,0,0
ENSG00000233335,0,0,0,0,0,0,0,0,0
ENSG00000143869,2,3,45,6,3,6,5,3,12
ENSG00000158125,29,0,74,100,49,54,2,0,26
ENSG00000223360,0,0,0,0,0,0,0,0,0
ENSG00000233083,0,0,0,0,0,0,0,0,0
ENSG00000171132,121,285,226,333,267,318,334,285,79
ENSG00000285754,0,0,0,0,0,0,0,0,0
ENSG00000138039,0,0,1,0,0,0,0,0,0
ENSG00000272027,0,0,0,0,0,0,0,0,0
ENSG00000237790,0,0,0,0,0,0,0,0,0
ENSG00000214843,0,0,1,0,0,0,0,0,0
ENSG00000232604,0,0,0,0,0,0,0,0,0
ENSG00000171126,8,28,25,25,47,55,39,28,8
ENSG00000226523,0,0,0,1,0,0,0,0,0
ENSG00000233953,0,0,0,0,0,0,0,0,0
ENSG00000235968,0,0,0,0,0,0,0,0,0
ENSG00000115380,207,0,1096,678,0,0,0,0,354
ENSG00000170820,0,0,0,0,2,0,0,0,0
ENSG00000236913,1,0,0,1,0,0,0,0,0
ENSG00000013016,87,570,362,293,710,1184,694,570,160
ENSG00000279956,0,0,0,0,0,0,0,0,0
ENSG00000273398,0,0,0,1,0,1,0,0,0
ENSG00000115421,345,1099,1023,871,1056,1174,1219,1099,359
ENSG00000224464,0,1,4,2,1,0,1,1,0
ENSG00000273275,0,0,0,0,0,0,0,0,0
ENSG00000228481,0,0,1,1,0,0,0,0,0
ENSG00000232668,0,0,0,0,0,0,0,0,1
ENSG00000269976,0,0,4,1,1,0,0,0,0
ENSG00000171055,810,1108,1763,2428,1696,1720,1367,1108,618
ENSG00000213620,0,0,0,0,0,0,0,0,0
ENSG00000286480,2,1,15,10,0,0,1,1,4
ENSG00000232526,0,0,0,0,0,0,0,0,0
ENSG00000138079,2,0,8,1,1,0,0,0,2
ENSG00000223897,0,0,0,0,0,0,0,0,0
ENSG00000196975,34,1717,173,100,2619,3050,1944,1717,29
ENSG00000273090,0,0,5,4,0,0,0,0,1
ENSG00000237979,0,0,0,1,0,0,0,0,0
ENSG00000143951,36,168,121,130,270,317,220,168,52
ENSG00000115944,536,3251,1612,1576,4471,6266,3663,3251,609
ENSG00000233702,1,0,0,0,0,0,0,0,2
ENSG00000275052,503,3809,1522,1513,3916,4117,4054,3809,501
ENSG00000236348,15,1,33,44,0,0,0,1,22
ENSG00000226247,5,0,15,8,2,4,0,0,3
ENSG00000284932,0,0,1,0,0,0,0,0,0
ENSG00000115464,1662,4872,3898,5386,3412,3154,6081,4872,1361
ENSG00000233829,0,0,0,0,0,0,0,0,0
ENSG00000270996,0,9,0,1,14,16,7,9,0
ENSG00000237162,0,0,0,0,0,0,0,0,0
ENSG00000226700,0,0,0,0,0,0,0,0,0
ENSG00000223739,0,0,0,0,0,0,0,0,0
ENSG00000232403,0,0,0,0,0,0,0,0,0
ENSG00000213626,101,4,84,279,1,41,1,4,32
ENSG00000243667,11,105,81,57,130,138,137,105,39
ENSG00000229503,1,0,0,0,4,2,1,0,0
ENSG00000235586,0,4,0,0,1,2,5,4,0
ENSG00000186854,82,18,348,254,36,28,16,18,145
ENSG00000213553,119,681,161,322,760,1595,785,681,69
ENSG00000228902,0,0,0,0,0,0,0,0,0
ENSG00000225045,0,0,0,0,0,0,0,0,0
ENSG00000115363,95,0,199,274,0,0,0,0,83
ENSG00000143889,211,1840,590,613,1132,1306,1945,1840,233
ENSG00000287145,0,0,0,0,0,0,0,0,0
ENSG00000115946,203,776,893,604,1008,1186,932,776,341
ENSG00000223977,0,0,0,0,0,0,0,0,0
ENSG00000236259,0,0,0,1,0,0,0,0,0
ENSG00000286524,0,0,4,0,0,0,0,0,0
ENSG00000138035,482,3690,1751,1415,5353,5767,4303,3690,696
